,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Opponent14,2.056314999999813,51.19456300000002,2,0,50,31.0,-19.0,2,0,2,2,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Opponent14,51.19456300000002,89.58227900000021,0,0,62,31.0,-31.0,4,5,2,2,0,0,1,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Opponent14,89.58227900000021,178.6142770000001,4,0,28,31.0,3.0,2,8,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Opponent14,178.6142770000001,206.0457190000002,2,0,23,31.0,8.0,1,3,2,1,0,0,1,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Opponent14,206.0457190000002,224.65714599999998,2,0,64,31.0,-33.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Opponent14,224.65714599999998,259.9775199999999,6,0,71,31.0,-40.0,3,8,2,5,0,0,2,0,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Opponent14,259.9775199999999,274.1649050000001,0,0,71,31.0,-40.0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Opponent14,274.1649050000001,286.2892139999999,6,0,65,31.0,-34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Opponent14,286.2892139999999,302.4152159999999,2,0,58,61.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Opponent14,302.4152159999999,310.44081899999986,6,0,76,68.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Huskies,310.44081899999986,378.143544,8,0,4,31.0,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,
11,Opponent14,378.143544,409.54890100000017,6,1,45,31.0,-14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Opponent14,409.54890100000017,452.0178449999999,0,1,79,91.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Opponent14,452.0178449999999,483.84945800000014,3,0,64,82.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Opponent14,483.84945800000014,541.4527469999998,5,0,71,31.0,-40.0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Opponent14,541.4527469999998,549.6006689999998,7,0,31,43.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Opponent14,549.6006689999998,563.7108859999997,5,0,39,40.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Opponent14,563.7108859999997,623.59638,3,0,70,68.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Huskies,623.59638,655.5982220000002,2,0,89,31.0,-58.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,
19,Opponent14,655.5982220000002,679.7196829999998,0,0,30,54.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Opponent14,679.7196829999998,697.4193260000003,1,0,84,87.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Opponent14,697.4193260000003,703.8001920000003,0,1,90,31.0,-59.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Huskies,703.8001920000003,711.6787380000002,0,0,19,31.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,
23,Opponent14,711.6787380000002,729.8329769999999,2,0,22,31.0,9.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Opponent14,729.8329769999999,745.6240210000002,1,0,66,31.0,-35.0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Opponent14,745.6240210000002,749.1946419999998,3,0,87,89.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
