,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Opponent14,3.215710999999999,13.705039000000001,2,0,49,72.0,23.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Huskies,13.705039000000001,19.343343000000004,2,0,39,36.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,
2,Opponent14,19.343343000000004,85.345844,2,1,58,87.0,29.0,4.0,13,2,3.0,1,0.0,1,0.0,3.0,1,0.0,0,0.0,9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Huskies,85.345844,213.856083,10,1,34,76.0,42.0,2.0,7,3,1.0,0,0.0,2,1.0,0.0,0,0.0,0,0.0,9,2.0,True,,True,,,True,,,True,,,,True,,,,,,,True,,,,,,,,True,,True
4,Opponent14,213.856083,232.642113,2,0,24,11.0,-13.0,1.0,1,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Huskies,232.642113,242.553918,1,0,36,41.0,5.0,1.0,4,0,0.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,4,0.0,True,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,
6,Opponent14,242.553918,267.71242,0,0,66,77.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Opponent14,267.71242,293.000429,2,0,71,63.0,-8.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Opponent14,293.000429,296.029496,0,0,69,77.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Opponent14,296.029496,319.77241499999997,4,0,70,59.0,-11.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Huskies,319.77241499999997,324.08425800000003,2,0,8,13.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
11,Opponent14,324.08425800000003,331.72799100000003,0,1,81,94.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Huskies,331.72799100000003,337.06016800000003,0,0,22,32.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,
13,Opponent14,337.06016800000003,380.569394,2,0,54,75.0,21.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Opponent14,380.569394,383.613922,0,0,23,24.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Huskies,383.613922,395.959663,0,0,71,53.0,-18.0,1.0,2,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,1.0,,,True,,,True,,,,,,,,,,,,,,True,,,,,,,,,,True
16,Opponent14,395.959663,413.758179,3,0,43,78.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Opponent14,413.758179,478.658326,1,0,13,50.0,37.0,9.0,29,8,10.0,4,0.0,8,1.0,2.0,2,0.0,0,0.0,17,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Opponent14,478.658326,510.607501,0,0,51,76.0,25.0,1.0,5,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Opponent14,510.607501,517.228425,0,0,27,34.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Opponent14,517.228425,529.21409,2,0,72,55.0,-17.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Opponent14,529.21409,553.005095,2,0,66,70.0,4.0,1.0,7,1,3.0,0,0.0,2,0.0,1.0,0,0.0,0,0.0,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Opponent14,553.005095,560.017638,1,1,94,88.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Opponent14,560.017638,584.3623230000001,0,1,89,95.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Huskies,584.3623230000001,614.928963,2,0,27,40.0,13.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,,,True,,,True,True,,,,,,,,,,True,,,,,,True,,,,
25,Opponent14,614.928963,633.022325,0,0,65,35.0,-30.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Huskies,633.022325,643.429382,0,0,61,61.0,0.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,True,,True,,,,,,,,,,,,,,,,,True,,,,,,,,True,,
27,Opponent14,643.429382,664.1726639999999,2,0,24,15.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Opponent14,664.1726639999999,672.062043,2,0,40,57.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Huskies,672.062043,743.541432,2,0,38,61.0,23.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,True,,True,,,,,,True,,,,,,,,,,,True,,,,,,,,,,
30,Opponent14,743.541432,756.288943,0,0,70,68.0,-2.0,1.0,5,1,2.0,1,0.0,2,0.0,1.0,1,0.0,0,0.0,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Huskies,756.288943,781.273057,0,0,39,74.0,35.0,1.0,3,2,2.0,0,0.0,3,1.0,0.0,0,0.0,0,0.0,6,2.0,,,,,,,,,,,,,True,,,,,,,True,,,,,,True,,True,,
32,Opponent14,781.273057,786.772034,0,0,39,46.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Opponent14,786.772034,808.766837,2,0,68,90.0,22.0,2.0,9,1,3.0,1,0.0,2,0.0,2.0,1,0.0,0,0.0,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Opponent14,808.766837,1106.482617,8,0,68,76.0,8.0,3.0,12,3,4.0,0,0.0,5,1.0,0.0,0,0.0,0,0.0,14,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Huskies,1106.482617,1272.572527,2,0,62,75.0,13.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,True,,
36,Huskies,1272.572527,1295.12374,2,0,14,9.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
37,Huskies,1295.12374,1311.621753,2,0,30,58.0,28.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,True,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,True
38,Opponent14,1311.621753,1320.919313,2,0,26,9.0,-17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Opponent14,1320.919313,1368.023176,2,0,30,67.0,37.0,11.0,31,13,11.0,4,1.0,13,4.0,3.0,3,1.0,1,0.0,19,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Huskies,1368.023176,1377.549139,0,0,39,21.0,-18.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,True
41,Opponent14,1377.549139,1418.946281,2,0,32,89.0,57.0,0.0,3,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Huskies,1418.946281,1424.058879,2,0,40,56.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,
43,Opponent14,1424.058879,1429.241524,0,0,39,46.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Opponent14,1429.241524,1436.5669560000001,0,0,37,43.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Huskies,1436.5669560000001,1490.6851279999998,2,1,32,89.0,57.0,1.0,7,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,7,0.0,True,,True,,,True,,,,True,,,True,,,,,,,,,,,,,True,,True,,
46,Opponent14,1490.6851279999998,1513.737282,2,0,10,56.0,46.0,1.0,2,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Opponent14,1513.737282,1574.999828,7,1,62,76.0,14.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Opponent14,1574.999828,1595.671632,0,0,48,61.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Huskies,1595.671632,1624.21033,2,0,27,35.0,8.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
50,Huskies,1624.21033,1631.485894,2,0,44,66.0,22.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,True,,,True,,,,,,,,,,,,,,True,,,,,,,,,,
51,Opponent14,1631.485894,1796.9694690000001,4,0,42,62.0,20.0,4.0,16,3,5.0,0,0.0,3,0.0,0.0,0,0.0,0,0.0,13,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Opponent14,1796.9694690000001,1812.1700329999999,2,0,31,31.0,0.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Opponent14,1812.1700329999999,1885.013516,7,2,35,8.0,-27.0,1.0,4,0,0.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Opponent14,1885.013516,1939.857535,1,0,10,73.0,63.0,2.0,10,1,3.0,1,0.0,2,0.0,2.0,1,0.0,0,0.0,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Opponent14,1939.857535,2032.783025,3,0,41,32.0,-9.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Opponent14,2032.783025,2040.431216,3,0,82,91.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Opponent14,2040.431216,2069.7378710000003,2,0,75,72.0,-3.0,3.0,9,3,3.0,1,0.0,3,0.0,1.0,1,0.0,0,0.0,10,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Huskies,2069.7378710000003,2094.840349,0,0,34,71.0,37.0,5.0,16,5,6.0,4,1.0,5,1.0,2.0,0,1.0,0,0.0,10,2.0,True,,True,,,True,,,,,,,True,,,,,,,True,,,,,,,,True,,
59,Huskies,2094.840349,2106.181216,0,1,75,84.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,
60,Opponent14,2106.181216,2169.206175,3,1,7,69.0,62.0,0.0,2,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Opponent14,2169.206175,2188.530852,3,0,18,41.0,23.0,0.0,1,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Huskies,2188.530852,2255.59824,2,0,44,48.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,
63,Huskies,2255.59824,2271.743447,0,0,30,46.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
64,Opponent14,2271.743447,2356.4367829999997,0,1,67,69.0,2.0,1.0,5,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Huskies,2356.4367829999997,2360.1768260000003,2,0,31,75.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,
66,Huskies,2360.1768260000003,2363.5635350000002,0,0,62,72.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,
67,Opponent14,2363.5635350000002,2374.5835460000003,0,0,32,30.0,-2.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Huskies,2374.5835460000003,2392.372131,2,0,14,89.0,75.0,1.0,4,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,5,1.0,,,True,,,,True,,,True,,,,,,,,,,True,,,,,,True,,,,
69,Opponent14,2392.372131,2398.245697,2,0,20,14.0,-6.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Huskies,2398.245697,2463.119202,5,1,79,87.0,8.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,True,,,True,,,,,,,,,,,,,True,,,,
71,Huskies,2463.119202,2506.475172,4,0,6,44.0,38.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
72,Opponent14,2506.475172,2520.0858399999997,2,0,24,55.0,31.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
