,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Huskies,3.0747169999999926,12.421740999999995,2,0,50,34.0,-16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,
1,Opponent19,12.421740999999995,35.609724,2,0,39,42.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Huskies,35.609724,43.79792699999999,0,0,67,59.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,
3,Opponent19,43.79792699999999,86.07376299999999,7,0,75,98.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Huskies,86.07376299999999,122.95959900000004,2,0,57,96.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,
5,Huskies,122.95959900000004,182.686801,7,1,36,43.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,
6,Huskies,182.686801,218.090546,5,0,29,64.0,35.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,True,,,,,,True,,,,,,,,,,,,,,True,,,,
7,Opponent19,218.090546,224.615243,4,0,59,77.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Huskies,224.615243,258.89095699999996,5,0,27,27.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,
9,Opponent19,258.89095699999996,277.490561,2,0,45,71.0,26.0,0.0,1,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
