,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Huskies,1.7733619999999917,10.563213999999988,0,0,50,32.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
1,Opponent3,10.563213999999988,34.890187,0,0,27,25.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Huskies,34.890187,57.217806,0,0,40,4.0,-36.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,,,,True,,True,True,,,,,,True,,,,,,,,,,,,,,
3,Opponent3,57.217806,96.210598,0,0,70,62.0,-8.0,5.0,15,7,5.0,3,1.0,7,2.0,1.0,2,1.0,1,0.0,11,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Huskies,96.210598,126.338329,0,0,29,28.0,-1.0,1.0,2,2,1.0,0,0.0,2,1.0,0.0,0,0.0,0,0.0,4,2.0,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,
5,Opponent3,126.338329,131.308969,0,0,15,11.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Huskies,131.308969,156.81411000000003,6,0,53,59.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
7,Opponent3,156.81411000000003,218.103953,0,1,94,44.0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Huskies,218.103953,227.750978,2,0,28,25.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,
9,Opponent3,227.750978,261.904681,0,0,44,72.0,28.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
