,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Huskies,1.9557100000000105,9.843624999999976,2,0,50,31.0,-19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,
1,Opponent10,9.843624999999976,20.97036300000002,2,0,29,6.0,-23.0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Opponent10,20.97036300000002,25.82882599999999,2,0,27,67.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Huskies,25.82882599999999,33.14455900000001,2,0,31,8.0,-23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,
4,Opponent10,33.14455900000001,35.618323999999966,0,0,47,41.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Huskies,35.618323999999966,50.97813000000002,0,0,31,86.0,55.0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,True,,,,,True,True,,,,True,,,,True,,,,,,,,,,,,
6,Opponent10,50.97813000000002,73.836881,0,0,26,28.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Opponent10,73.836881,97.397374,2,0,64,57.0,-7.0,1,4,1,2,0,0,1,0,3,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Opponent10,97.397374,154.23067200000003,5,0,71,79.0,8.0,1,3,1,2,0,0,1,0,0,0,0,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Huskies,154.23067200000003,170.76179199999999,2,0,40,5.0,-35.0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,,,True,,,,True,,True,,,,,,,,,,,,True,,,,,,,,,
10,Opponent10,170.76179199999999,208.80591000000004,2,1,54,62.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Huskies,208.80591000000004,298.25353399999995,3,0,58,84.0,26.0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,,True,True,,,,,,True,,,,True,,,,,,,,True,,,,,,,,,
12,Huskies,298.25353399999995,323.565523,2,0,43,32.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,
13,Huskies,323.565523,334.01587500000005,3,0,39,40.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,
14,Huskies,334.01587500000005,345.920756,4,0,14,10.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,
15,Huskies,345.920756,369.519078,2,0,51,66.0,15.0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,,True,,,,,True,True,True,,,,True,,,,,,,,True,,,,,,,,,
16,Opponent10,369.519078,376.85289700000004,4,0,30,43.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Opponent10,376.85289700000004,402.575317,2,0,31,39.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Opponent10,402.575317,491.646603,4,1,28,97.0,69.0,1,1,1,2,0,0,1,0,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Opponent10,491.646603,554.640115,8,1,50,87.0,37.0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Opponent10,554.640115,610.833563,5,0,34,88.0,54.0,0,2,0,2,0,0,1,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Opponent10,610.833563,638.308275,0,0,38,38.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Huskies,638.308275,660.987614,2,0,25,61.0,36.0,1,4,1,4,0,0,2,0,0,0,0,0,0,3,4,,True,True,True,,,,,,True,,,True,True,,,,,,,,,,,,,,,,
23,Huskies,660.987614,710.347442,4,0,56,70.0,14.0,1,2,1,4,0,0,1,2,0,0,0,0,0,2,6,,,True,True,,,,,True,True,,,,,,,,True,,,True,,,,,,,,,
24,Opponent10,710.347442,768.859815,2,0,52,67.0,15.0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Opponent10,768.859815,778.215455,0,0,13,63.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Huskies,778.215455,782.20075,2,0,25,44.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,
27,Opponent10,782.20075,786.5673380000002,0,0,49,46.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Huskies,786.5673380000002,872.204915,0,0,35,51.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,True,,,,,,True,,,,True,,,,,,,,,,,,,,,,
29,Huskies,872.204915,877.318659,2,0,26,77.0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
30,Huskies,877.318659,900.529002,0,0,72,71.0,-1.0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,,,True,True,,,,,True,,,,True,,,,,True,,,,,,,,,,,,
31,Opponent10,900.529002,908.480532,0,0,12,9.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Huskies,908.480532,916.749217,2,0,32,29.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,
33,Opponent10,916.749217,921.379653,4,0,65,72.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Huskies,921.379653,957.201667,3,0,24,78.0,54.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,
35,Huskies,957.201667,981.232593,0,0,69,57.0,-12.0,1,6,1,4,0,0,1,0,0,0,0,0,0,5,2,,,,True,,,,True,True,,,,True,,,,,True,,,True,,,,,,,,,
36,Opponent10,981.232593,1048.155005,10,0,21,16.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Opponent10,1048.155005,1129.596478,0,1,66,92.0,26.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Huskies,1129.596478,1209.363122,4,0,34,61.0,27.0,4,13,5,9,0,0,5,0,6,3,0,0,0,8,4,,,,,,,,True,True,True,,,True,True,,,,True,,,,,,,,,,,,
39,Opponent10,1209.363122,1216.644243,2,0,38,31.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
