,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Opponent4,1.1216419999999996,14.356845000000002,2,0,50,24.0,-26.0,0,3,0,2,0,0,1,0,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Huskies,14.356845000000002,21.932058,0,0,58,63.0,5.0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,,,,,,True,,,,True,,,,,,True,,,,,,,,,,,,,,
2,Opponent4,21.932058,34.141785,2,0,30,5.0,-25.0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Huskies,34.141785,39.314738,4,0,41,62.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,
4,Huskies,39.314738,59.255034,4,0,71,70.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,
5,Huskies,59.255034,81.811714,2,0,92,92.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,
6,Huskies,81.811714,85.583365,0,0,58,73.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
7,Huskies,85.583365,133.638339,6,0,63,42.0,-21.0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,,,True,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,
8,Opponent4,133.638339,142.160197,2,0,27,19.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Huskies,142.160197,153.01055300000002,1,0,25,30.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,
10,Opponent4,153.01055300000002,161.869458,0,0,61,56.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Opponent4,161.869458,200.171128,0,0,59,67.0,8.0,4,13,0,4,0,0,0,0,3,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Huskies,200.171128,219.429925,2,0,22,65.0,43.0,4,11,0,4,0,0,0,0,6,0,0,0,0,8,0,,,,True,True,True,True,,,True,,,,,,True,,,,,,,,,,,,,,
13,Opponent4,219.429925,241.241597,2,0,29,5.0,-24.0,0,4,0,2,0,0,0,0,3,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Huskies,241.241597,248.178655,2,0,46,70.0,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
15,Opponent4,248.178655,258.209058,2,0,27,7.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Opponent4,258.209058,275.604542,0,0,14,6.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Huskies,275.604542,279.41155499999996,0,0,66,65.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,
18,Opponent4,279.41155499999996,330.331789,2,0,29,36.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Opponent4,330.331789,338.378548,0,0,83,69.0,-14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Huskies,338.378548,381.478453,0,1,20,91.0,71.0,2,5,3,5,0,0,2,2,2,1,0,0,0,4,6,,,True,True,True,,,,,True,True,True,,,,True,,,,,,,,,,,,,,
21,Huskies,381.478453,386.044006,2,0,30,42.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
