,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Huskies,2.1274910000000204,42.53000400000003,6,1,50,13.0,-37.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,True,,,
1,Huskies,42.53000400000003,120.656881,7,1,8,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,
2,Opponent10,120.656881,122.091365,0,0,62,58.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Huskies,122.091365,128.55294700000002,1,0,24,52.0,28.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,True,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,
4,Opponent10,128.55294700000002,162.628419,1,0,47,61.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Huskies,162.628419,218.15236000000004,4,0,36,66.0,30.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,True,,
6,Huskies,218.15236000000004,229.285854,0,0,12,27.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,
7,Huskies,229.285854,252.339037,0,0,58,48.0,-10.0,1.0,5,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,6,1.0,True,,True,True,,,,,True,,,True,,,,,,,,,,,,,,,,True,,
8,Opponent10,252.339037,321.963634,7,1,12,30.0,18.0,1.0,4,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Opponent10,321.963634,398.849016,11,0,29,47.0,18.0,2.0,12,2,2.0,0,0.0,2,0.0,1.0,0,0.0,0,0.0,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Huskies,398.849016,406.47760100000005,4,0,17,58.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,
