,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Huskies,1.4384820000000218,25.50361000000021,2,0,50,37.0,-13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1,Huskies,25.50361000000021,45.08437800000002,6,0,55,41.0,-14.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,
2,Huskies,45.08437800000002,60.84353199999987,1,0,72,58.0,-14.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,True,True,,
3,Huskies,60.84353199999987,86.79333399999996,0,0,78,72.0,-6.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,True,True,,,,,,,,,True,,,,,,,,,,,,,True,,,,
4,Opponent1,86.79333399999996,104.51369999999996,0,0,9,69.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Opponent1,104.51369999999996,109.50055100000007,0,0,66,76.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Huskies,109.50055100000007,117.23705599999994,0,0,21,32.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,
7,Opponent1,117.23705599999994,126.78444099999979,0,0,34,17.0,-17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Huskies,126.78444099999979,152.23021800000015,0,0,14,63.0,49.0,1.0,5,2,3.0,0,0.0,4,1.0,0.0,0,0.0,0,0.0,6,2.0,True,,True,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,
9,Opponent1,152.23021800000015,176.82480600000008,0,0,45,54.0,9.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Huskies,176.82480600000008,348.83911200000017,2,0,42,89.0,47.0,0.0,4,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,5,0.0,True,,,True,,,,,True,True,,,True,,,,,,,,,,,True,,,,,,
11,Huskies,348.83911200000017,367.66068600000017,0,0,25,35.0,10.0,1.0,5,2,3.0,0,0.0,4,1.0,0.0,0,0.0,0,0.0,6,2.0,True,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,True,,
12,Opponent1,367.66068600000017,395.6361379999999,0,0,34,60.0,26.0,1.0,10,0,2.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Opponent1,395.6361379999999,463.09201200000007,0,1,60,71.0,11.0,1.0,4,0,0.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Opponent1,463.09201200000007,469.54163000000017,0,0,40,44.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Huskies,469.54163000000017,496.215541,0,0,56,96.0,40.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,True,,,,,,,,,,,,,,,,,,,,True,,,True,,,
16,Huskies,496.215541,524.1499399999999,4,0,29,65.0,36.0,0.0,4,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,5,0.0,True,,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,True,,
17,Opponent1,524.1499399999999,532.8502020000002,0,0,34,35.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Huskies,532.8502020000002,568.7289019999997,0,0,25,55.0,30.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,,True,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,,
19,Opponent1,568.7289019999997,590.5438170000002,0,0,17,66.0,49.0,1.0,6,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Huskies,590.5438170000002,621.7625710000002,2,0,24,33.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
21,Huskies,621.7625710000002,672.5841369999998,0,0,64,90.0,26.0,1.0,1,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,1.0,,,,True,,,,,,,,,,,,,,,,,,,,True,,,True,,,
22,Opponent1,672.5841369999998,687.3653939999998,0,0,46,79.0,33.0,1.0,3,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Huskies,687.3653939999998,774.1051550000003,6,0,21,54.0,33.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,True,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,
24,Huskies,774.1051550000003,867.7809729999999,2,0,68,71.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,
25,Opponent1,867.7809729999999,874.2024019999999,0,0,13,58.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Huskies,874.2024019999999,882.7408839999997,2,0,33,67.0,34.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,True,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,
27,Opponent1,882.7408839999997,889.2095319999999,0,0,3,57.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Opponent1,889.2095319999999,902.3117000000003,0,0,45,42.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Huskies,902.3117000000003,910.364651,1,0,72,65.0,-7.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,True,,,,,,True,,,,,,,,,,,,,,True,,,,,,
30,Opponent1,910.364651,939.129585,0,1,33,88.0,55.0,1.0,2,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Opponent1,939.129585,952.97698,0,0,75,64.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Huskies,952.97698,965.428755,0,0,61,86.0,25.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,True,,True,,,,,,True,,,,,,,,,,,,,,,,True,True,,,
33,Opponent1,965.428755,981.0588039999997,0,0,14,40.0,26.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Huskies,981.0588039999997,1000.828281,4,0,35,70.0,35.0,0.0,3,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,5,1.0,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,True,True,,
35,Opponent1,1000.828281,1006.744728,0,0,36,48.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Huskies,1006.744728,1024.301809,2,0,23,9.0,-14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
37,Huskies,1024.301809,1084.1332460000003,4,0,43,80.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Opponent1,1084.1332460000003,1111.6791160000002,0,0,67,15.0,-52.0,1.0,5,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Huskies,1111.6791160000002,1116.3233520000003,0,0,67,68.0,1.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,True,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,
40,Huskies,1116.3233520000003,1155.7951460000004,2,0,66,89.0,23.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,True,,,,,,,,,,,,,,,,,,,,,True,,True,,,,
