,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Huskies,1.6936690000002272,16.52748100000008,2,0,50,74.0,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,True,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,
1,Huskies,16.52748100000008,38.78657500000008,2,0,75,52.0,-23.0,1,1,1,2,0,0,1,0,0,0,0,0,0,1,4,,,,,,,,,True,,,,,True,,,,True,,,True,,,,,,,,,
2,Opponent13,38.78657500000008,53.260318000000105,2,0,8,33.0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Huskies,53.260318000000105,62.925682000000045,2,0,26,70.0,44.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
4,Opponent13,62.925682000000045,79.03316700000005,0,0,39,57.0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Opponent13,79.03316700000005,94.76088900000013,2,0,16,37.0,21.0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Opponent13,94.76088900000013,109.1056279999998,2,0,37,82.0,45.0,0,2,0,2,0,0,1,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Opponent13,109.1056279999998,151.3074409999999,4,0,86,87.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Huskies,151.3074409999999,155.25884799999994,2,0,57,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
9,Opponent13,155.25884799999994,286.8333379999999,10,1,41,60.0,19.0,2,5,2,6,0,0,2,2,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Huskies,286.8333379999999,302.32971000000003,4,0,59,87.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,True,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,
