,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Opponent11,2.2969290000000058,41.11479399999999,2,0,49,57.0,8.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Opponent11,41.11479399999999,109.51577600000002,0,0,31,30.0,-1.0,1.0,4,0,0.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Huskies,109.51577600000002,156.57953400000005,0,0,57,59.0,2.0,0.0,4,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,,,,True,,True,,,,,,,,,,,,True,,True,,,,,,,
3,Opponent11,156.57953400000005,175.08038,1,0,63,32.0,-31.0,1.0,5,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Opponent11,175.08038,220.442007,6,0,23,5.0,-18.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Opponent11,220.442007,246.867298,6,0,33,82.0,49.0,1.0,3,1,1.0,1,0.0,1,0.0,1.0,1,0.0,0,0.0,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Huskies,246.867298,301.847162,0,0,7,0.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,
7,Opponent11,301.847162,322.716382,0,0,10,46.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Opponent11,322.716382,326.604748,0,0,68,61.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Huskies,326.604748,360.1648830000001,6,0,31,26.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,
10,Opponent11,360.1648830000001,371.04899700000004,1,0,62,40.0,-22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Opponent11,371.04899700000004,376.000434,4,0,28,30.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Huskies,376.000434,429.729916,4,0,75,80.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
13,Huskies,429.729916,483.386023,4,0,68,83.0,15.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,True,,,True,,,True,,,True,,,,,,,,,,True,,,,,,,
14,Opponent11,483.386023,491.303561,4,0,45,65.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Opponent11,491.303561,496.992745,0,0,61,77.0,16.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Huskies,496.992745,498.442913,0,0,31,29.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,
