,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Huskies,1.8538080000000008,9.771766,2,0,50,66.0,16.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,True,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,
1,Opponent15,9.771766,57.40097800000001,0,0,29,26.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Huskies,57.40097800000001,77.584202,4,0,30,28.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,
3,Huskies,77.584202,97.093027,4,0,65,68.0,3.0,1.0,1,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,1.0,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,True,,
4,Huskies,97.093027,107.489707,1,0,39,58.0,19.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,True,,,
5,Opponent15,107.489707,127.895212,0,0,37,42.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Opponent15,127.895212,143.73101699999998,0,0,45,70.0,25.0,1.0,4,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Huskies,143.73101699999998,154.204738,2,0,30,37.0,7.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,
8,Huskies,154.204738,163.43204,2,0,62,46.0,-16.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,True,,
9,Opponent15,163.43204,219.560465,0,0,37,88.0,51.0,3.0,17,2,4.0,2,0.0,2,0.0,1.0,0,1.0,0,0.0,13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Opponent15,219.560465,241.347868,0,0,69,77.0,8.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Huskies,241.347868,255.85263200000003,2,0,38,50.0,12.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,True,,,,,True,,,,,,,,,,True,,,,,,,,,True,,
12,Huskies,255.85263200000003,269.456921,7,0,52,63.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,
13,Opponent15,269.456921,335.840419,0,0,73,67.0,-6.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Opponent15,335.840419,346.194704,0,0,12,29.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Huskies,346.194704,383.106569,4,0,57,89.0,32.0,1.0,1,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,1.0,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,True,,
16,Opponent15,383.106569,389.582992,0,0,60,71.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Opponent15,389.582992,396.539832,0,0,85,90.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Huskies,396.539832,434.93453,4,0,25,39.0,14.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,
19,Huskies,434.93453,455.961783,0,0,38,26.0,-12.0,1.0,2,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,1.0,True,,True,,,True,,,,True,,,,,,,,,,,,,,,,,,,,
20,Huskies,455.961783,462.82835300000005,0,0,38,28.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,
21,Huskies,462.82835300000005,469.731798,2,0,54,73.0,19.0,1.0,1,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,True,,
22,Opponent15,469.731798,477.48531299999996,0,0,32,4.0,-28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Huskies,477.48531299999996,480.924293,0,0,46,67.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
24,Opponent15,480.924293,526.543334,0,0,39,80.0,41.0,1.0,6,0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Huskies,526.543334,540.201971,0,0,27,64.0,37.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,,True,,,True,,,,True,,,,,,,,,True,,,,,,,,True,,,
26,Opponent15,540.201971,572.1997230000001,0,0,32,95.0,63.0,0.0,2,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Huskies,572.1997230000001,579.285145,0,0,11,8.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,
28,Opponent15,579.285145,598.871016,0,0,55,62.0,7.0,1.0,2,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Huskies,598.871016,605.9228400000001,0,0,34,46.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,
30,Opponent15,605.9228400000001,646.657237,0,0,46,50.0,4.0,2.0,3,2,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Huskies,646.657237,648.167838,0,0,54,56.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,
32,Opponent15,648.167838,734.356014,0,0,34,45.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Huskies,734.356014,790.977523,9,0,69,71.0,2.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,True,,
