,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Huskies,1.922169999999824,6.997923999999784,0,0,50,35.0,-15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,
1,Opponent7,6.997923999999784,15.74211299999979,2,0,16,23.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Huskies,15.74211299999979,37.74181499999986,2,0,39,42.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,True,,,,,True,,,,True,,,,,,,,,,,,,,,,,,
3,Huskies,37.74181499999986,58.60573999999997,5,0,58,68.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,True,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,
4,Huskies,58.60573999999997,64.64477299999999,2,0,32,34.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Huskies,64.64477299999999,126.28622399999996,10,1,41,74.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
6,Opponent7,126.28622399999996,139.33938500000022,0,0,44,13.0,-31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Opponent7,139.33938500000022,241.59655900000007,9,3,34,49.0,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Huskies,241.59655900000007,248.44857099999993,0,0,47,46.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
9,Huskies,248.44857099999993,275.18879100000004,0,0,32,46.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Opponent7,275.18879100000004,289.166753,3,0,57,67.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Huskies,289.166753,294.54964599999994,0,0,30,39.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,
12,Opponent7,294.54964599999994,315.0568979999998,2,0,45,46.0,1.0,1,1,1,2,0,0,1,0,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
