,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Opponent7,4.162514999999985,12.755368000000091,2,0,49,77.0,28.0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Huskies,12.755368000000091,25.62530000000015,2,0,33,31.0,-2.0,0,2,0,2,0,0,1,0,0,0,0,0,0,2,2,,,True,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,
2,Huskies,25.62530000000015,35.489219999999925,3,0,63,88.0,25.0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,,,True,,,,,,,,,True,,,,,,,True,True,,,,,,,,,,
3,Huskies,35.489219999999925,97.61361799999986,6,0,89,86.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,
4,Huskies,97.61361799999986,107.02193799999986,2,0,66,59.0,-7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,True,,,,,,,,,True,,,,,,,True,,,,,,,,,,,
5,Opponent7,107.02193799999986,112.53830599999992,2,0,14,50.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Huskies,112.53830599999992,140.1979369999999,0,1,39,73.0,34.0,1,4,1,2,0,0,1,0,0,0,0,0,0,4,2,,,True,,,True,,True,,,,True,,,,True,,,True,,,,,,,,,,,
7,Huskies,140.1979369999999,182.689472,0,0,71,30.0,-41.0,1,2,1,2,0,0,1,0,0,0,0,0,0,2,2,True,,,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,
8,Opponent7,182.689472,220.16475600000007,4,0,7,39.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Huskies,220.16475600000007,234.92567700000015,2,0,37,52.0,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,True,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,
10,Opponent7,234.92567700000015,250.67633699999988,2,0,75,88.0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Huskies,250.67633699999988,264.528049,1,0,39,68.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,True,,,,,,,,,,,,,True,,,True,,,,,,,,,,,
12,Huskies,264.528049,354.28886999999986,4,1,53,97.0,44.0,2,5,0,0,0,0,0,0,3,0,0,0,0,5,0,,True,True,,,True,,,,,,True,,,,True,,,,,,,,,,,,,,
13,Huskies,354.28886999999986,360.98094799999984,0,0,22,65.0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
14,Opponent7,360.98094799999984,362.36638799999986,0,0,33,48.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Huskies,362.36638799999986,378.59770100000014,0,0,58,66.0,8.0,0,4,1,3,0,0,2,0,2,1,0,0,0,4,2,True,,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,,
16,Opponent7,378.59770100000014,388.66536300000007,0,0,32,20.0,-12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Huskies,388.66536300000007,460.657862,3,0,19,47.0,28.0,0,2,0,2,0,0,1,0,0,0,0,0,0,2,2,True,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,
18,Opponent7,460.657862,501.89429100000007,2,0,62,70.0,8.0,6,9,4,10,0,0,4,2,3,0,0,0,0,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Huskies,501.89429100000007,583.290837,7,0,36,68.0,32.0,1,6,1,6,0,0,1,2,3,0,0,0,0,5,4,True,True,True,,,True,,True,,True,,True,,,,,,,,,,,,,,,,,,
20,Huskies,583.290837,590.776304,2,0,19,5.0,-14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,True,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,
21,Huskies,590.776304,657.0178510000002,10,1,39,65.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
22,Huskies,657.0178510000002,677.2110109999999,0,0,28,44.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
23,Huskies,677.2110109999999,702.183129,2,0,92,75.0,-17.0,2,2,2,2,0,1,2,1,1,1,1,1,0,4,4,,,True,,,True,,,,,,True,,,,,,,True,True,,,,,,,,,,
24,Opponent7,702.183129,708.672681,0,0,11,43.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Huskies,708.672681,766.5987660000002,6,0,43,88.0,45.0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,True,,,,,True,,,,True,,,,,,,,,,True,,,,,,,,,,
26,Huskies,766.5987660000002,768.2457530000001,0,0,38,63.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,
27,Huskies,768.2457530000001,934.3004729999997,5,0,75,64.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,
28,Huskies,934.3004729999997,985.080836,1,0,52,65.0,13.0,1,4,1,2,0,0,1,0,3,0,0,0,0,3,4,True,,True,,,True,,,,True,,,,,,,,,,,,,,,,,,,,
29,Huskies,985.080836,1007.757482,0,0,38,40.0,2.0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,True,,True,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,
30,Opponent7,1007.757482,1013.2327650000003,0,0,14,24.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Huskies,1013.2327650000003,1032.7437630000002,0,0,68,82.0,14.0,1,4,1,2,0,0,1,0,0,0,0,0,0,4,2,True,,,,,True,,True,,True,,True,,,,True,,,,,,,,,,,,,,
32,Opponent7,1032.7437630000002,1038.6752379999998,3,0,18,33.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Huskies,1038.6752379999998,1087.5450340000002,0,1,75,94.0,19.0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,,True,,,,True,,,,True,,,,,,,,,,True,,,,,,,,,,
34,Huskies,1087.5450340000002,1102.454658,2,0,29,15.0,-14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,
35,Huskies,1102.454658,1128.4310759999996,0,0,31,78.0,47.0,1,3,1,2,0,0,0,2,0,0,0,0,0,4,4,True,True,True,,,,,True,,True,,True,,,,True,,,,,,,,,,,,,,
36,Opponent7,1128.4310759999996,1176.3270120000002,4,1,17,28.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Huskies,1176.3270120000002,1195.154708,0,0,7,90.0,83.0,1,2,1,6,0,0,2,2,0,0,0,0,0,3,4,,,True,,,,True,True,,True,,,,,,,,,,True,,,,,,,,,,
38,Opponent7,1195.154708,1200.6865360000004,0,0,10,12.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Huskies,1200.6865360000004,1243.0684440000005,1,0,62,73.0,11.0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,,True,True,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,
40,Opponent7,1243.0684440000005,1260.384406,6,0,69,75.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Opponent7,1260.384406,1272.1033390000002,4,0,18,69.0,51.0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Opponent7,1272.1033390000002,1327.7683359999999,4,0,71,96.0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Huskies,1327.7683359999999,1333.5400369999998,0,0,50,72.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
44,Huskies,1333.5400369999998,1351.4259780000002,0,0,90,90.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,
45,Opponent7,1351.4259780000002,1361.1641069999996,0,0,62,97.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Huskies,1361.1641069999996,1474.9601970000006,10,1,13,73.0,60.0,1,7,1,4,0,0,2,0,0,0,0,0,0,6,2,True,,True,True,,,,True,,True,,True,,,,,,,True,,,,,,,,,,,
47,Opponent7,1474.9601970000006,1610.5617599999994,10,0,35,75.0,40.0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Opponent7,1610.5617599999994,1623.642992,0,0,70,14.0,-56.0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Huskies,1623.642992,1636.4230349999998,2,0,27,45.0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,
50,Huskies,1636.4230349999998,1695.912878,7,0,42,74.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,
51,Huskies,1695.912878,1699.9311790000004,0,0,62,77.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
52,Opponent7,1699.9311790000004,1704.9885739999997,1,0,14,35.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Huskies,1704.9885739999997,1741.7036280000002,5,0,79,89.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Huskies,1741.7036280000002,1755.2966070000002,0,0,59,65.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
55,Opponent7,1755.2966070000002,1761.5244489999993,0,0,7,20.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Huskies,1761.5244489999993,1782.1369089999996,3,0,44,43.0,-1.0,0,4,0,2,0,0,0,0,3,0,0,0,0,4,0,,True,True,,,,,,,,,True,True,,,,,,,,,,,,,,,,,
57,Opponent7,1782.1369089999996,1808.3340550000007,4,0,55,54.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Huskies,1808.3340550000007,1856.8754710000005,2,0,28,55.0,27.0,2,6,2,6,0,0,3,0,0,0,0,0,0,5,4,True,,True,True,,,,True,,True,,True,,,,,,,,,,,,,,,,,,
59,Huskies,1856.8754710000005,1875.066827,0,0,76,65.0,-11.0,1,3,1,2,0,0,1,0,0,0,0,0,0,3,2,True,True,,,,,,True,,True,,,True,,,,,,,,,,,,,,,,,
60,Opponent7,1875.066827,1886.007136,2,0,11,60.0,49.0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Huskies,1886.007136,1902.746559,0,0,40,73.0,33.0,1,3,1,2,0,0,1,0,0,0,0,0,0,3,2,,,True,True,,,,,,,,True,,,,True,,,,,,,,,,,,,,
62,Huskies,1902.746559,1935.239949,2,1,73,83.0,10.0,1,3,1,0,0,0,0,0,0,0,0,0,0,4,2,,,,True,,,,True,,True,,,True,,,True,,,,True,,,,,,,,,,
63,Huskies,1935.239949,1948.8063190000007,4,0,56,78.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
64,Huskies,1948.8063190000007,1965.785964,3,0,42,63.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Huskies,1965.785964,1976.0735550000002,2,0,48,60.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,
66,Huskies,1976.0735550000002,2019.668501,5,1,64,94.0,30.0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,,,True,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,
67,Huskies,2019.668501,2063.801815,0,0,96,97.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
68,Huskies,2063.801815,2074.243186,2,0,62,71.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
69,Opponent7,2074.243186,2095.5322210000004,2,0,35,42.0,7.0,2,5,0,0,0,0,0,0,3,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Huskies,2095.5322210000004,2117.613026,0,0,26,57.0,31.0,1,4,1,2,0,0,1,0,0,0,0,0,0,4,2,True,,True,,,,True,True,,True,,,True,,,,,,,,,,,,,,,,,
71,Opponent7,2117.613026,2124.025922,0,0,21,41.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Huskies,2124.025922,2194.397285,4,1,24,53.0,29.0,0,3,0,2,0,0,1,0,0,0,0,0,0,3,2,True,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,
73,Huskies,2194.397285,2256.521545,2,1,48,72.0,24.0,0,4,0,2,0,0,0,0,3,0,0,0,0,4,0,,True,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,
74,Huskies,2256.521545,2263.996337,0,0,42,52.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,
75,Opponent7,2263.996337,2308.387191,3,0,25,62.0,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Huskies,2308.387191,2327.456572,1,0,42,72.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,True,,,,,,,True,,True,,,,,,,,,,,,,,,,,
77,Huskies,2327.456572,2332.661795,1,0,90,75.0,-15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,
78,Huskies,2332.661795,2370.282569,2,1,87,95.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,
