,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Opponent19,2.9765959999999723,8.503114999999982,0,0,50,26.0,-24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Huskies,8.503114999999982,21.106487000000016,2,0,35,47.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,
2,Huskies,21.106487000000016,31.071739999999863,0,0,76,77.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,
3,Huskies,31.071739999999863,148.8418230000002,11,1,71,59.0,-12.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,True,,,,True,,,,,,,,,,,,True,,,,,,
4,Huskies,148.8418230000002,156.004551,2,0,14,30.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
5,Opponent19,156.004551,179.84328400000004,5,0,62,22.0,-40.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Huskies,179.84328400000004,192.71375500000028,2,0,21,59.0,38.0,1.0,5,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,6,1.0,,,,,,,True,,,,,,,,,True,,,,,True,,,,True,True,True,,,
7,Huskies,192.71375500000028,212.50009,3,0,53,76.0,23.0,1.0,3,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,4,1.0,,,,,,True,,,,,,,,,,,,,,,True,,,,True,,True,,,
8,Opponent19,212.50009,230.4818420000001,2,0,23,57.0,34.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Opponent19,230.4818420000001,260.48457899999994,3,0,48,61.0,13.0,2.0,7,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Opponent19,260.48457899999994,291.75847299999987,12,0,62,66.0,4.0,0.0,3,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Opponent19,291.75847299999987,302.79033299999986,0,0,54,51.0,-3.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Huskies,302.79033299999986,304.9827610000002,0,0,42,57.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,
13,Opponent19,304.9827610000002,341.0918139999999,4,0,39,85.0,46.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Huskies,341.0918139999999,368.25936600000017,0,0,70,58.0,-12.0,0.0,4,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,5,0.0,,,,,,True,,True,,,,True,,,True,True,,,,,,,,True,,,,,,
15,Huskies,368.25936600000017,386.46716599999985,0,0,31,32.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,
16,Huskies,386.46716599999985,399.92312499999986,3,1,62,72.0,10.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,True,,,,,,,,,,True,,True,,,
17,Opponent19,399.92312499999986,455.19897699999996,2,0,8,100.0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Huskies,455.19897699999996,457.42007299999983,4,0,58,64.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,
19,Opponent19,457.42007299999983,469.30308899999994,3,0,30,31.0,1.0,0.0,4,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Huskies,469.30308899999994,511.44217299999985,4,0,55,38.0,-17.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,True,,,,,,,,,,,,,,,,,True,,True,,,
21,Opponent19,511.44217299999985,532.0626790000001,2,0,29,61.0,32.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Opponent19,532.0626790000001,551.995269,2,0,24,67.0,43.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Opponent19,551.995269,586.7743059999998,4,0,66,80.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
