,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Huskies,7.065491999999999,12.645769,0,0,50,27.0,-23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,
1,Opponent7,12.645769,18.638747,4,0,25,36.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Huskies,18.638747,57.915439000000006,2,0,73,93.0,20.0,0.0,3,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,5,1.0,,True,True,,,,,True,,True,,,,,,,,,,True,,,,,,,,,,
3,Opponent7,57.915439000000006,80.26483499999999,0,0,64,55.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Huskies,80.26483499999999,101.544917,0,0,63,62.0,-1.0,1.0,7,0,2.0,0,0.0,1,0.0,1.0,0,0.0,0,0.0,9,1.0,True,,True,,,True,,True,,,,True,,,,True,,,True,,,,,,,,,,,
5,Opponent7,101.544917,130.47558899999999,1,0,39,58.0,19.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Huskies,130.47558899999999,177.27179099999998,0,1,58,84.0,26.0,0.0,7,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,7,0.0,,True,True,,,True,,,,True,,True,,,,True,,,,True,,,,,,,,,,
7,Opponent7,177.27179099999998,179.918591,1,0,15,76.0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Huskies,179.918591,188.678007,2,0,17,25.0,8.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,,
9,Huskies,188.678007,211.288769,3,0,34,43.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,
10,Huskies,211.288769,216.84987400000003,0,0,12,9.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,
11,Opponent7,216.84987400000003,262.730282,3,0,31,92.0,61.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Opponent7,262.730282,290.822635,2,0,76,93.0,17.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Opponent7,290.822635,295.731062,4,0,76,90.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Huskies,295.731062,310.814908,5,0,19,30.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,
15,Huskies,310.814908,412.041902,6,1,81,89.0,8.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,True,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,
16,Huskies,412.041902,420.497971,3,0,19,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,
17,Huskies,420.497971,436.798899,0,0,23,22.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,
18,Opponent7,436.798899,479.31782400000003,0,0,14,90.0,76.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Opponent7,479.31782400000003,483.32315199999994,2,0,21,31.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Huskies,483.32315199999994,526.498465,3,0,76,90.0,14.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,True,,,,,,,,,,,,,,,,True,True,,,,,,,,,,
21,Huskies,526.498465,569.353057,7,1,87,90.0,3.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,True,True,,,,,,True,,True,,,,,,,,,True,,,,,,,,,,,
22,Huskies,569.353057,618.6260269999999,7,1,46,75.0,29.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,True,,,,True,,,,,,,,,,True,,,True,,,,,,,,,,,
23,Huskies,618.6260269999999,631.836086,2,0,19,48.0,29.0,1.0,3,1,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,4,1.0,,,,,,,,True,,,,,,,,True,,,True,True,,,,,,,,,,
24,Opponent7,631.836086,649.480582,0,0,20,29.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Huskies,649.480582,660.309889,0,0,27,18.0,-9.0,0.0,1,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,3,1.0,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,
26,Opponent7,660.309889,666.3566030000001,2,0,26,77.0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Huskies,666.3566030000001,668.904325,0,0,22,42.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,
28,Opponent7,668.904325,703.891931,2,0,36,63.0,27.0,9.0,21,11,7.0,2,0.0,10,3.0,2.0,2,0.0,0,0.0,12,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Huskies,703.891931,708.8863769999999,2,0,29,57.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,
30,Opponent7,708.8863769999999,725.876396,0,1,40,87.0,47.0,1.0,2,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Opponent7,725.876396,736.033624,0,0,87,93.0,6.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Huskies,736.033624,782.278782,7,1,7,84.0,77.0,8.0,13,13,5.0,0,0.0,10,5.0,0.0,0,0.0,0,0.0,11,5.0,True,True,True,,,,,True,,True,,True,,,,,,,True,,,,,,,,,,,
33,Huskies,782.278782,792.2755129999999,1,0,63,73.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,
34,Huskies,792.2755129999999,815.317242,0,0,58,85.0,27.0,1.0,4,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,6,1.0,True,,True,,,True,,True,,,,,,,,True,,,,True,,,,,,,,,,
35,Huskies,815.317242,830.882651,2,0,68,66.0,-2.0,1.0,2,2,1.0,0,0.0,2,1.0,0.0,0,0.0,0,0.0,5,2.0,,,True,,,True,,,,True,,,,,,,,,,,,,,,,,,,,
36,Opponent7,830.882651,837.611182,0,0,44,29.0,-15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Huskies,837.611182,849.9623310000001,3,0,41,67.0,26.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,
38,Opponent7,849.9623310000001,909.6138890000001,0,0,27,57.0,30.0,6.0,17,7,6.0,3,1.0,7,1.0,1.0,2,1.0,1,0.0,14,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Huskies,909.6138890000001,916.989589,3,0,26,71.0,45.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,True,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,
40,Opponent7,916.989589,924.107674,1,0,34,20.0,-14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Opponent7,924.107674,928.4100779999999,0,0,34,69.0,35.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Huskies,928.4100779999999,999.806242,6,0,32,90.0,58.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,True,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,
43,Huskies,999.806242,1007.230417,4,0,38,24.0,-14.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,
44,Huskies,1007.230417,1020.752023,2,0,51,77.0,26.0,0.0,1,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,3,1.0,,,True,,,,,,,,,,,,,,,,True,True,,,,,,,,,,
45,Opponent7,1020.752023,1069.044837,3,0,10,19.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
