,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Huskies,2.7129160000000065,8.204485000000005,2,0,50,28.0,-22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1,Huskies,8.204485000000005,19.381351999999996,0,0,72,68.0,-4.0,1,1,1,2,0,0,1,0,0,0,0,0,0,3,2,,,True,True,,,,,,,,,,,,,,,,,,,,True,,True,,,,
2,Huskies,19.381351999999996,68.94594799999999,2,0,22,16.0,-6.0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,
3,Opponent18,68.94594799999999,101.69255800000002,0,0,55,32.0,-23.0,1,3,1,0,0,0,0,0,0,0,0,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Huskies,101.69255800000002,108.67073799999996,0,0,28,12.0,-16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,
5,Huskies,108.67073799999996,143.149582,0,0,71,68.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
6,Opponent18,143.149582,155.38311399999995,2,0,27,60.0,33.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Opponent18,155.38311399999995,192.93956,2,0,41,24.0,-17.0,4,5,2,2,0,0,1,0,3,0,0,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Opponent18,192.93956,210.782759,4,0,13,76.0,63.0,2,8,0,2,0,0,0,0,3,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Huskies,210.782759,215.380588,2,0,15,25.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,
10,Huskies,215.380588,237.38656,4,0,16,46.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,
11,Opponent18,237.38656,241.924022,1,0,59,52.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Huskies,241.924022,286.238404,2,0,32,34.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
13,Opponent18,286.238404,340.943455,3,1,13,91.0,78.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Opponent18,340.943455,357.905721,0,0,60,67.0,7.0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Huskies,357.905721,391.41161,2,0,44,67.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,
16,Opponent18,391.41161,402.5613,1,0,37,31.0,-6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Opponent18,402.5613,417.578507,2,0,38,8.0,-30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Huskies,417.578507,427.524888,0,0,27,13.0,-14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,
19,Opponent18,427.524888,453.771034,0,0,13,27.0,14.0,0,7,0,2,0,0,0,0,3,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Opponent18,453.771034,459.550929,2,0,56,57.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Opponent18,459.550929,480.794157,0,0,75,95.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Opponent18,480.794157,539.952438,6,0,78,54.0,-24.0,4,9,5,11,0,0,3,4,2,1,0,0,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Opponent18,539.952438,571.188387,2,0,61,38.0,-23.0,2,4,2,2,0,0,1,0,3,0,0,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Huskies,571.188387,575.910923,3,0,7,33.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,
25,Huskies,575.910923,579.446564,2,0,25,47.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,
26,Opponent18,579.446564,595.3393580000001,0,1,61,77.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Opponent18,595.3393580000001,673.154187,0,1,74,71.0,-3.0,8,25,5,17,1,0,5,0,7,2,0,0,0,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Huskies,673.154187,677.75517,0,0,25,18.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,
29,Huskies,677.75517,698.905203,0,0,32,54.0,22.0,2,6,0,2,0,0,1,0,3,0,0,0,0,5,2,True,,True,,,True,,,True,,,,,,,,,,,,,,,,,,True,True,,
30,Opponent18,698.905203,738.542215,2,0,31,42.0,11.0,4,13,0,4,0,0,0,0,3,0,0,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Opponent18,738.542215,751.832709,8,0,92,92.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Huskies,751.832709,808.5144799999999,2,0,36,72.0,36.0,9,18,3,16,2,0,4,0,9,0,0,0,0,12,4,True,,True,True,,True,True,,True,True,,,,,,,,,,,,,,True,,,,True,,
33,Huskies,808.5144799999999,812.74245,1,0,65,74.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,
34,Opponent18,812.74245,821.355551,0,0,29,21.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Huskies,821.355551,855.311355,0,0,12,1.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
36,Opponent18,855.311355,864.1042649999998,3,0,75,65.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Huskies,864.1042649999998,884.888823,2,0,15,64.0,49.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,True,,,,,,True,,,True,,,,,,,,,,,,,,,,True,,,,
38,Opponent18,884.888823,888.8361289999999,0,0,65,36.0,-29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Huskies,888.8361289999999,901.403434,2,0,25,71.0,46.0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,True,,,,,,True,,,,,,,,,,,,,,,,,True,,,,True,,
40,Huskies,901.403434,910.800114,0,0,70,97.0,27.0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,True,,,,,,True,,,,,,,,,,,,,,True,,True,,,,
41,Opponent18,910.800114,917.208522,0,0,6,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Huskies,917.208522,942.620259,1,0,66,89.0,23.0,2,6,0,2,0,0,0,0,3,0,0,0,0,7,0,True,,True,True,,True,,,True,,,,,,,,,,,,,,,,,True,,,,
43,Huskies,942.620259,948.3352550000001,0,0,71,60.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,
