,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Opponent13,2.152722000000012,17.363725999999982,0,0,50,35.0,-15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Huskies,17.363725999999982,27.95393200000001,5,0,21,14.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2,Huskies,27.95393200000001,59.87990100000002,4,0,56,61.0,5.0,3.0,9,4,3.0,0,0.0,4,1.0,0.0,0,0.0,0,0.0,8,2.0,,True,True,,,,True,,True,,,,,,,True,,True,,,True,,,,,,,,,
3,Opponent13,59.87990100000002,67.14898199999999,0,0,31,19.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Huskies,67.14898199999999,82.99771700000002,2,0,58,64.0,6.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,True,,True,,,True,,,True,,,,,,,,,True,,,,,,,,,,,,
5,Opponent13,82.99771700000002,132.056539,2,0,24,66.0,42.0,1.0,10,0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Opponent13,132.056539,165.19673999999995,0,0,37,57.0,20.0,3.0,9,4,3.0,0,0.0,4,1.0,1.0,0,0.0,0,0.0,10,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Huskies,165.19673999999995,174.656405,2,0,27,42.0,15.0,1.0,1,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,1.0,,True,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,
8,Opponent13,174.656405,261.696709,2,0,42,66.0,24.0,3.0,9,3,3.0,1,0.0,3,0.0,1.0,1,0.0,0,0.0,8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Huskies,261.696709,300.958927,6,0,14,78.0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
10,Opponent13,300.958927,410.39763000000005,6,1,32,92.0,60.0,6.0,12,9,5.0,0,0.0,8,3.0,0.0,0,0.0,0,0.0,13,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Huskies,410.39763000000005,414.47485300000005,0,0,64,75.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,
12,Huskies,414.47485300000005,441.062429,6,0,65,87.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,
13,Opponent13,441.062429,465.14676,8,0,30,64.0,34.0,1.0,1,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Opponent13,465.14676,502.35633900000005,2,0,53,74.0,21.0,10.0,20,14,7.0,4,1.0,11,4.0,2.0,3,1.0,1,0.0,13,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Opponent13,502.35633900000005,508.710305,1,0,83,92.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Huskies,508.710305,514.036823,2,0,8,41.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Opponent13,514.036823,559.455433,0,0,61,97.0,36.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Opponent13,559.455433,565.414772,0,0,40,54.0,14.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Huskies,565.414772,567.115431,2,0,74,80.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
20,Huskies,567.115431,618.6834660000001,2,1,80,84.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,
21,Opponent13,618.6834660000001,655.137384,2,0,40,69.0,29.0,3.0,5,4,1.0,0,0.0,2,1.0,0.0,0,0.0,0,0.0,9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Opponent13,655.137384,757.83105,0,1,96,91.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Huskies,757.83105,821.216711,2,0,31,86.0,55.0,1.0,5,1,2.0,0,0.0,2,0.0,0.0,0,0.0,0,0.0,7,2.0,True,True,True,,,True,,,,True,,,,,,,,,,,True,,,,,,,,,
24,Huskies,821.216711,833.264928,2,0,35,78.0,43.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,
25,Opponent13,833.264928,839.0441450000002,2,0,28,22.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Opponent13,839.0441450000002,861.190212,2,0,30,27.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Huskies,861.190212,866.497298,0,0,38,67.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Opponent13,866.497298,879.7308969999998,0,0,21,7.0,-14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Huskies,879.7308969999998,893.463064,0,0,11,9.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,
30,Opponent13,893.463064,940.186687,2,0,30,70.0,40.0,6.0,15,6,4.0,2,0.0,5,1.0,2.0,2,0.0,0,0.0,10,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Opponent13,940.186687,957.3558,0,0,55,42.0,-13.0,0.0,3,0,0.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Huskies,957.3558,981.862152,2,0,18,63.0,45.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,True,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,
33,Opponent13,981.862152,985.809132,0,0,36,27.0,-9.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Opponent13,985.809132,1014.402528,6,0,30,24.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Huskies,1014.402528,1031.344255,4,0,74,90.0,16.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,,True,,,True,,,True,True,,,,,,,,,,,True,,,,,,,,,
36,Opponent13,1031.344255,1038.309235,1,0,2,27.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Opponent13,1038.309235,1119.538341,2,1,30,73.0,43.0,0.0,3,0,0.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Opponent13,1119.538341,1182.471223,0,0,43,42.0,-1.0,5.0,15,4,4.0,1,0.0,4,0.0,1.0,1,0.0,0,0.0,13,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Opponent13,1182.471223,1189.332874,2,0,37,38.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Opponent13,1189.332874,1217.276247,0,0,39,85.0,46.0,5.0,16,6,6.0,1,0.0,6,2.0,1.0,0,0.0,0,0.0,12,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Huskies,1217.276247,1237.307744,0,0,15,6.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,
42,Opponent13,1237.307744,1270.6374759999999,1,0,93,64.0,-29.0,3.0,8,3,3.0,0,0.0,3,0.0,0.0,0,0.0,0,0.0,11,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Opponent13,1270.6374759999999,1288.711906,2,0,26,56.0,30.0,0.0,3,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0,0.0,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Opponent13,1288.711906,1298.050243,0,0,64,54.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Huskies,1298.050243,1310.685339,5,0,28,63.0,35.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,0.0,,True,True,,,,,,True,,,,,,,,,True,,,,,,,,,,,,
46,Opponent13,1310.685339,1316.894025,0,0,46,57.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Opponent13,1316.894025,1331.615998,4,0,72,93.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Opponent13,1331.615998,1351.616685,2,0,50,72.0,22.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Huskies,1351.616685,1362.512252,2,0,25,39.0,14.0,0.0,3,0,0.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,3,0.0,,,,,,,True,,,,,,,,,,,True,,,True,,,,,,,,,
