,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Opponent19,0.8447710000000086,33.69992300000001,6,0,49,41.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Huskies,33.69992300000001,84.93542500000002,6,0,34,61.0,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,True,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,
2,Opponent19,84.93542500000002,105.943539,2,0,26,7.0,-19.0,1,2,1,2,0,0,1,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Opponent19,105.943539,144.46176000000003,6,0,66,37.0,-29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Huskies,144.46176000000003,174.252252,4,0,39,50.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
5,Opponent19,174.252252,190.749145,0,0,41,20.0,-21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Huskies,190.749145,198.5372,1,0,74,58.0,-16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,
7,Opponent19,198.5372,257.038188,7,0,15,16.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Opponent19,257.038188,276.384665,0,0,47,61.0,14.0,0,4,0,2,0,0,0,0,3,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Opponent19,276.384665,303.659479,0,0,67,71.0,4.0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
