,pos_x,pos_y
Huskies_D1,34.42666666666667,76.26666666666667
Huskies_F1,68.0909090909091,56.72727272727273
Huskies_M1,46.65346534653465,48.87128712871287
Huskies_F2,56.70238095238095,47.82142857142857
Huskies_M3,44.05714285714286,47.56190476190476
Huskies_G1,13.676470588235293,53.1764705882353
Huskies_D2,30.717391304347824,53.608695652173914
Huskies_D3,36.098591549295776,26.380281690140844
Huskies_D4,51.17307692307692,10.25
Huskies_F3,61.8,56.1
Huskies_D5,51.21311475409836,89.39344262295081
Huskies_M4,51.81818181818182,70.12121212121212
Huskies_M5,57.45454545454545,43.72727272727273
Huskies_M6,53.38333333333333,40.63333333333333
