,pos_x,pos_y
Huskies_D1,36.52173913043478,30.652173913043477
Huskies_F1,73.63157894736842,12.736842105263158
Huskies_M1,63.43478260869565,45.34782608695652
Huskies_M3,51.476190476190474,50.523809523809526
Huskies_G1,12.333333333333334,35.666666666666664
Huskies_D3,34.857142857142854,67.60714285714286
Huskies_D4,58.15625,5.03125
Huskies_M4,71.63636363636364,62.45454545454545
Huskies_M11,63.285714285714285,25.142857142857142
Huskies_M12,59.0,12.333333333333334
Huskies_F5,72.63636363636364,44.45454545454545
Huskies_F6,69.3,82.0
Huskies_D8,51.421052631578945,86.94736842105263
