,pos_x,pos_y
Huskies_D1,35.26,52.62
Huskies_M1,61.013333333333335,54.74666666666667
Huskies_M2,63.90909090909091,62.90909090909091
Huskies_M3,52.30555555555556,46.083333333333336
Huskies_G1,12.558823529411764,45.88235294117647
Huskies_D3,34.049180327868854,63.19672131147541
Huskies_D4,54.11290322580645,6.887096774193548
Huskies_M4,60.706896551724135,58.206896551724135
Huskies_M9,54.93333333333333,19.2
Huskies_F4,75.25,65.91666666666667
Huskies_M12,67.875,92.25
Huskies_F5,70.36,44.8
Huskies_D8,62.390625,92.140625
Huskies_D10,39.05128205128205,25.82051282051282
