,pos_x,pos_y
Huskies_D1,31.09090909090909,56.81818181818182
Huskies_M1,51.911764705882355,44.05882352941177
Huskies_F2,55.583333333333336,41.75
Huskies_M3,43.794117647058826,51.26470588235294
Huskies_G1,10.833333333333334,47.833333333333336
Huskies_D3,39.526315789473685,67.52631578947368
Huskies_D4,50.21052631578947,17.263157894736842
Huskies_M4,59.54545454545455,70.0909090909091
Huskies_M9,60.75,66.875
Huskies_F4,78.625,60.125
Huskies_F5,68.3076923076923,37.61538461538461
Huskies_F6,62.04347826086956,45.52173913043478
Huskies_D8,58.46153846153846,86.6923076923077
Huskies_D10,34.44444444444444,24.22222222222222
