,pos_x,pos_y
Huskies_F1,67.4375,56.3125
Huskies_M1,43.69620253164557,55.08860759493671
Huskies_F2,46.18269230769231,35.04807692307692
Huskies_G1,9.678571428571429,44.92857142857143
Huskies_D2,31.2,35.784615384615385
Huskies_D5,43.07936507936508,12.523809523809524
Huskies_M4,49.25454545454546,65.4
Huskies_D6,33.15873015873016,71.39682539682539
Huskies_M6,62.78688524590164,36.26229508196721
Huskies_M8,54.630434782608695,49.0
Huskies_M9,64.2,43.4
Huskies_D7,51.6271186440678,86.33898305084746
Huskies_M10,53.833333333333336,12.5
Huskies_M11,39.833333333333336,49.666666666666664
