,pos_x,pos_y
Huskies_D1,37.833333333333336,35.388888888888886
Huskies_M1,52.847457627118644,66.11864406779661
Huskies_M2,56.4,63.63333333333333
Huskies_M3,49.23076923076923,44.666666666666664
Huskies_G1,16.714285714285715,52.142857142857146
Huskies_D3,33.21052631578947,69.0
Huskies_D4,52.0,9.972972972972974
Huskies_M4,62.06060606060606,43.39393939393939
Huskies_F4,71.96428571428571,60.214285714285715
Huskies_M12,67.6,92.4
Huskies_F5,74.6,36.6
Huskies_F6,68.08333333333333,29.125
Huskies_D8,54.6,85.16666666666667
