,pos_x,pos_y
Huskies_D1,32.88,31.44
Huskies_F1,60.60377358490566,19.433962264150942
Huskies_M1,41.95238095238095,41.404761904761905
Huskies_F2,48.294117647058826,52.970588235294116
Huskies_G1,12.071428571428571,40.142857142857146
Huskies_D2,32.935483870967744,65.87096774193549
Huskies_D5,46.27777777777778,10.907407407407407
Huskies_M4,48.916666666666664,47.791666666666664
Huskies_M6,50.857142857142854,28.88095238095238
Huskies_M8,63.833333333333336,81.66666666666667
Huskies_F4,63.9,20.7
Huskies_M12,77.0,4.0
Huskies_F5,63.029411764705884,27.176470588235293
Huskies_F6,65.325,74.0
Huskies_D8,51.69444444444444,87.36111111111111
