,pos_x,pos_y
Huskies_D1,33.794117647058826,29.205882352941178
Huskies_F1,61.47826086956522,38.65217391304348
Huskies_M1,52.0,35.84615384615385
Huskies_F2,54.627906976744185,53.604651162790695
Huskies_M3,48.2,22.6
Huskies_G1,11.692307692307692,44.38461538461539
Huskies_D3,34.96296296296296,59.81481481481482
Huskies_D4,50.23913043478261,9.717391304347826
Huskies_M4,65.4,46.4
Huskies_D6,39.5,76.5
Huskies_M12,68.04347826086956,16.782608695652176
Huskies_F5,75.41176470588235,53.0
Huskies_F6,75.12,78.28
Huskies_D8,51.04,78.04
