,pos_x,pos_y
Huskies_F2,45.8780487804878,33.21951219512195
Huskies_M3,41.5,52.125
Huskies_G1,10.833333333333334,52.166666666666664
Huskies_D2,37.44444444444444,42.80555555555556
Huskies_D5,49.76315789473684,16.973684210526315
Huskies_D6,34.38235294117647,78.76470588235294
Huskies_M6,63.333333333333336,58.8
Huskies_F4,72.75,63.25
Huskies_D7,49.8,91.7
Huskies_M12,61.46666666666667,18.1
Huskies_M13,47.22222222222222,74.66666666666667
Huskies_F5,67.88888888888889,76.55555555555556
Huskies_F6,64.29166666666667,86.75
