,pos_x,pos_y
Huskies_D1,37.58536585365854,69.21951219512195
Huskies_F1,64.4375,38.0625
Huskies_M1,47.8,71.84
Huskies_M3,47.3968253968254,42.333333333333336
Huskies_G1,10.838709677419354,47.45161290322581
Huskies_D2,29.1,49.8
Huskies_D3,41.732142857142854,28.732142857142858
Huskies_F3,56.68181818181818,71.5
Huskies_D5,48.38297872340426,9.76595744680851
Huskies_M4,59.666666666666664,44.904761904761905
Huskies_M6,61.520833333333336,34.208333333333336
Huskies_M8,63.666666666666664,83.06666666666666
Huskies_D7,53.18,85.52
Huskies_M11,48.78947368421053,57.1578947368421
