,pos_x,pos_y
Huskies_D1,36.666666666666664,31.533333333333335
Huskies_F1,81.0,86.66666666666667
Huskies_F2,51.75268817204301,50.526881720430104
Huskies_M2,66.75,69.75
Huskies_G1,11.807692307692308,50.57692307692308
Huskies_D3,37.78378378378378,66.36486486486487
Huskies_D4,55.42857142857143,18.181818181818183
Huskies_M4,56.806451612903224,70.8225806451613
Huskies_D6,43.0,89.9090909090909
Huskies_M6,58.12,41.04
Huskies_M12,66.76666666666667,14.7
Huskies_F5,67.44680851063829,38.12765957446808
Huskies_F6,71.72727272727273,80.52272727272727
Huskies_D8,60.69230769230769,88.48717948717949
