,pos_x,pos_y
Huskies_D1,40.05263157894737,39.1578947368421
Huskies_F1,81.0,86.66666666666667
Huskies_F2,49.6578947368421,55.5
Huskies_M2,66.75,69.75
Huskies_G1,10.933333333333334,56.46666666666667
Huskies_D3,37.793103448275865,65.79310344827586
Huskies_D4,55.19444444444444,23.555555555555557
Huskies_M4,59.333333333333336,68.54166666666667
Huskies_D6,43.0,89.9090909090909
Huskies_M6,63.6,42.0
Huskies_M12,57.1,23.6
Huskies_F5,65.15,44.05
Huskies_F6,69.71428571428571,80.35714285714286
Huskies_D8,64.70588235294117,92.29411764705883
