,pos_x,pos_y
Huskies_D1,40.375,29.5
Huskies_F1,66.5,58.111111111111114
Huskies_M3,48.285714285714285,45.79365079365079
Huskies_G1,12.578947368421053,46.31578947368421
Huskies_D2,36.29032258064516,55.58064516129032
Huskies_D5,54.629629629629626,12.11111111111111
Huskies_M4,57.74418604651163,63.93023255813954
Huskies_D6,37.11363636363637,78.5
Huskies_M6,57.627906976744185,38.76744186046512
Huskies_M8,73.4,53.266666666666666
Huskies_F4,73.81818181818181,37.27272727272727
Huskies_D7,59.906976744186046,85.4186046511628
Huskies_M11,72.0,21.0
Huskies_M12,71.37142857142857,38.91428571428571
