,pos_x,pos_y
Huskies_D1,37.36585365853659,46.53658536585366
Huskies_M1,46.12820512820513,63.35897435897436
Huskies_F2,50.45283018867924,54.79245283018868
Huskies_G1,10.714285714285714,49.785714285714285
Huskies_D3,37.044444444444444,75.35555555555555
Huskies_D4,47.76470588235294,16.264705882352942
Huskies_M4,53.833333333333336,53.666666666666664
Huskies_M12,64.875,33.125
Huskies_F5,61.333333333333336,53.833333333333336
Huskies_F6,64.76190476190476,90.42857142857143
Huskies_D8,47.774193548387096,90.48387096774194
