,pos_x,pos_y
Huskies_D1,43.666666666666664,72.88888888888889
Huskies_F1,71.22222222222223,49.71111111111111
Huskies_M1,50.732142857142854,53.44642857142857
Huskies_F2,48.13235294117647,42.279411764705884
Huskies_M3,41.1,60.8
Huskies_G1,10.448275862068966,47.758620689655174
Huskies_D2,35.027027027027025,37.37837837837838
Huskies_D5,50.361702127659576,12.425531914893616
Huskies_M4,59.333333333333336,65.64583333333333
Huskies_D6,37.666666666666664,69.04761904761905
Huskies_M6,61.479166666666664,32.645833333333336
Huskies_M8,68.73684210526316,82.52631578947368
Huskies_D7,52.215384615384615,90.0923076923077
Huskies_M10,55.8421052631579,72.05263157894737
