,pos_x,pos_y
Huskies_D1,35.958333333333336,79.55208333333333
Huskies_F1,68.93333333333334,82.4
Huskies_M1,52.14563106796116,76.24271844660194
Huskies_F2,59.54761904761905,65.8452380952381
Huskies_M2,51.94285714285714,28.885714285714286
Huskies_M3,46.01219512195122,48.63414634146341
Huskies_G1,9.291666666666666,43.166666666666664
Huskies_D2,34.378787878787875,57.166666666666664
Huskies_D3,38.36842105263158,22.905263157894737
Huskies_D4,59.275,10.45
Huskies_F3,66.9090909090909,33.45454545454545
Huskies_D5,56.891891891891895,91.35135135135135
Huskies_M4,58.88235294117647,32.1764705882353
Huskies_M5,75.14285714285714,51.42857142857143
