,pos_x,pos_y
Huskies_D1,35.76923076923077,32.36538461538461
Huskies_F1,73.63157894736842,12.736842105263158
Huskies_M1,63.43478260869565,45.34782608695652
Huskies_F2,60.22727272727273,48.81818181818182
Huskies_M3,53.270833333333336,44.041666666666664
Huskies_G1,11.75,45.833333333333336
Huskies_D3,38.907407407407405,71.64814814814815
Huskies_D4,55.74545454545454,9.909090909090908
Huskies_M4,69.1,47.05
Huskies_M11,63.285714285714285,25.142857142857142
Huskies_M12,66.125,12.625
Huskies_F5,72.33333333333333,39.4
Huskies_F6,66.77272727272727,71.72727272727273
Huskies_D8,51.64705882352941,87.3529411764706
