,pos_x,pos_y
Huskies_D1,27.795454545454547,37.79545454545455
Huskies_M1,50.35897435897436,45.93589743589744
Huskies_F2,53.07692307692308,38.276923076923076
Huskies_M3,43.24096385542169,39.12048192771084
Huskies_G1,11.6,48.08
Huskies_D3,37.38297872340426,65.70212765957447
Huskies_D4,45.50769230769231,10.4
Huskies_M4,59.54545454545455,70.0909090909091
Huskies_M9,60.486486486486484,69.29729729729729
Huskies_F4,78.625,60.125
Huskies_F5,64.03571428571429,37.392857142857146
Huskies_F6,59.88,30.3
Huskies_D8,53.74074074074074,84.31481481481481
Huskies_D10,34.44444444444444,24.22222222222222
