,pos_x,pos_y
Huskies_F1,69.625,56.416666666666664
Huskies_M1,52.89473684210526,41.88421052631579
Huskies_F2,63.71578947368421,40.50526315789474
Huskies_G1,13.095238095238095,50.23809523809524
Huskies_D2,37.813559322033896,36.59322033898305
Huskies_D3,42.803030303030305,69.68181818181819
Huskies_D4,56.66265060240964,13.759036144578314
Huskies_M4,58.354838709677416,58.5
Huskies_M5,60.54761904761905,36.76190476190476
Huskies_M6,71.25,40.75
Huskies_M8,67.96551724137932,81.44827586206897
Huskies_F4,79.91304347826087,37.391304347826086
Huskies_D7,60.964285714285715,88.69047619047619
Huskies_M11,56.666666666666664,50.888888888888886
