,pos_x,pos_y
Huskies_D1,34.888888888888886,32.18518518518518
Huskies_F1,63.61538461538461,42.76923076923077
Huskies_F2,39.09090909090909,44.36363636363637
Huskies_M3,45.36363636363637,41.81818181818182
Huskies_G1,8.846153846153847,47.69230769230769
Huskies_D3,32.0,67.3103448275862
Huskies_D4,47.75757575757576,14.0
Huskies_M4,64.92307692307692,43.23076923076923
Huskies_F4,71.8,73.8
Huskies_M11,49.3,81.5
Huskies_M12,67.18181818181819,12.545454545454545
Huskies_F5,71.6,48.4
Huskies_F6,76.33333333333333,81.0
Huskies_D8,65.6470588235294,92.17647058823529
