,pos_x,pos_y
Huskies_D1,44.23684210526316,72.8157894736842
Huskies_F1,72.65,52.6
Huskies_M1,52.80327868852459,62.73770491803279
Huskies_F2,57.851851851851855,51.851851851851855
Huskies_M3,55.142857142857146,50.25714285714286
Huskies_G1,17.285714285714285,53.214285714285715
Huskies_D2,48.98245614035088,36.03508771929825
Huskies_D4,66.18518518518519,14.148148148148149
Huskies_F3,66.3,53.4
Huskies_D5,61.30612244897959,91.04081632653062
Huskies_M4,70.52631578947368,43.8421052631579
Huskies_M6,76.23076923076923,51.69230769230769
Huskies_M9,63.888888888888886,74.0
Huskies_F4,85.44444444444444,51.888888888888886
