,pos_x,pos_y
Huskies_D1,31.833333333333332,72.24242424242425
Huskies_F1,70.0,59.81818181818182
Huskies_M1,49.869565217391305,46.42028985507246
Huskies_F2,60.35294117647059,58.5
Huskies_G1,11.88,46.62
Huskies_D2,32.484848484848484,48.06060606060606
Huskies_D3,34.29333333333334,24.813333333333333
Huskies_D4,47.82608695652174,9.978260869565217
Huskies_F3,64.0,62.095238095238095
Huskies_M4,44.666666666666664,48.5
Huskies_D6,52.59183673469388,85.79591836734694
Huskies_M6,56.523809523809526,38.76190476190476
Huskies_M7,49.256410256410255,57.92307692307692
Huskies_M8,80.25,70.25
