,pos_x,pos_y
Huskies_F1,70.84848484848484,56.78787878787879
Huskies_M1,47.18604651162791,62.51162790697674
Huskies_F2,49.05714285714286,38.214285714285715
Huskies_G1,10.31578947368421,46.578947368421055
Huskies_D2,32.319148936170215,38.340425531914896
Huskies_D5,50.2,14.633333333333333
Huskies_M4,54.25,71.20833333333333
Huskies_D6,32.666666666666664,72.82222222222222
Huskies_M6,61.205882352941174,31.676470588235293
Huskies_M8,58.88235294117647,88.3529411764706
Huskies_D7,54.6578947368421,90.76315789473684
