,pos_x,pos_y
Huskies_D1,36.81132075471698,70.01886792452831
Huskies_M1,48.91935483870968,52.04838709677419
Huskies_F2,50.6375,41.475
Huskies_M3,59.333333333333336,62.333333333333336
Huskies_G1,15.826086956521738,50.73913043478261
Huskies_D2,32.4,72.88
Huskies_D5,58.08695652173913,18.97826086956522
Huskies_M4,61.166666666666664,49.0
Huskies_M6,69.51612903225806,34.45161290322581
Huskies_F4,75.94285714285714,53.457142857142856
Huskies_D7,57.34615384615385,85.76923076923077
Huskies_F6,67.22033898305085,76.10169491525424
Huskies_D8,49.21951219512195,85.6829268292683
Huskies_D9,37.205882352941174,29.08823529411765
