,pos_x,pos_y
Huskies_D1,43.666666666666664,72.88888888888889
Huskies_F1,72.83333333333333,44.3
Huskies_M1,56.138888888888886,46.77777777777778
Huskies_F2,57.55555555555556,32.51851851851852
Huskies_M3,41.1,60.8
Huskies_G1,12.5,48.357142857142854
Huskies_D2,37.666666666666664,36.166666666666664
Huskies_D5,58.4,10.04
Huskies_M4,63.333333333333336,62.476190476190474
Huskies_D6,37.3,61.2
Huskies_M6,62.935483870967744,30.451612903225808
Huskies_M8,75.44444444444444,73.33333333333333
Huskies_D7,53.08571428571429,88.74285714285715
Huskies_M10,55.8421052631579,72.05263157894737
