,pos_x,pos_y
Huskies_D1,32.75609756097561,66.92682926829268
Huskies_F1,65.78947368421052,57.68421052631579
Huskies_M1,51.63461538461539,52.59615384615385
Huskies_M3,50.58064516129032,38.41935483870968
Huskies_G1,13.6,46.13333333333333
Huskies_D2,38.02857142857143,36.68571428571428
Huskies_D4,54.83870967741935,7.354838709677419
Huskies_D5,43.54761904761905,86.64285714285714
Huskies_M6,63.310344827586206,32.310344827586206
Huskies_M9,61.80952380952381,67.52380952380952
Huskies_F4,69.66666666666667,31.541666666666668
