,pos_x,pos_y
Huskies_D1,32.470588235294116,29.11764705882353
Huskies_F1,61.55882352941177,15.0
Huskies_M1,42.80769230769231,39.30769230769231
Huskies_F2,48.294117647058826,52.970588235294116
Huskies_G1,12.857142857142858,34.285714285714285
Huskies_D2,33.73684210526316,54.78947368421053
Huskies_D5,51.06666666666667,9.166666666666666
Huskies_M4,38.6,46.6
Huskies_M6,49.5,18.928571428571427
Huskies_M8,60.93333333333333,88.26666666666667
Huskies_F4,63.9,20.7
Huskies_M12,77.0,4.0
Huskies_F5,64.46153846153847,21.846153846153847
Huskies_F6,66.61111111111111,76.55555555555556
Huskies_D8,55.45,88.65
