,pos_x,pos_y
Huskies_D1,38.875,26.5
Huskies_M1,46.72727272727273,46.81818181818182
Huskies_F2,47.06060606060606,39.09090909090909
Huskies_M3,59.333333333333336,62.333333333333336
Huskies_G1,7.8,33.6
Huskies_D2,32.869565217391305,71.73913043478261
Huskies_D5,54.95454545454545,14.136363636363637
Huskies_M4,58.5,50.0
Huskies_M6,68.6842105263158,30.473684210526315
Huskies_F4,74.88235294117646,50.35294117647059
Huskies_D7,57.34615384615385,85.76923076923077
Huskies_F6,68.34615384615384,70.73076923076923
