,pos_x,pos_y
Huskies_F2,45.8780487804878,33.21951219512195
Huskies_M3,43.127272727272725,46.49090909090909
Huskies_G1,12.0,49.357142857142854
Huskies_D2,39.136986301369866,43.24657534246575
Huskies_D5,50.30864197530864,13.617283950617283
Huskies_D6,34.81666666666667,71.43333333333334
Huskies_M6,63.644444444444446,36.71111111111111
Huskies_M9,70.86486486486487,12.513513513513514
Huskies_F4,72.75,63.25
Huskies_D7,51.30508474576271,86.45762711864407
Huskies_M12,61.46666666666667,18.1
Huskies_M13,57.35,56.275
Huskies_F5,63.5945945945946,56.351351351351354
Huskies_F6,67.41304347826087,84.23913043478261
