,pos_x,pos_y
Huskies_D1,29.225806451612904,55.983870967741936
Huskies_F1,70.04347826086956,45.0
Huskies_M1,46.515625,53.96875
Huskies_F2,100.0,100.0
Huskies_M3,45.75925925925926,43.407407407407405
Huskies_G1,12.133333333333333,39.43333333333333
Huskies_D3,33.83050847457627,29.52542372881356
Huskies_D5,50.92857142857143,12.214285714285714
Huskies_M6,62.43589743589744,25.82051282051282
Huskies_M8,66.27777777777777,71.83333333333333
Huskies_D7,51.57142857142857,85.88571428571429
Huskies_M13,55.45945945945946,27.37837837837838
