,pos_x,pos_y
Huskies_D1,33.0,68.46153846153847
Huskies_F1,61.0,78.0
Huskies_F2,48.166666666666664,34.166666666666664
Huskies_M3,49.130434782608695,55.95652173913044
Huskies_G1,9.555555555555555,40.111111111111114
Huskies_D2,35.94117647058823,30.823529411764707
Huskies_D5,42.0,13.529411764705882
Huskies_M4,62.333333333333336,46.5
Huskies_D6,66.8,86.85
Huskies_M8,55.3,16.5
Huskies_M9,65.22727272727273,69.5909090909091
Huskies_F4,71.0909090909091,48.18181818181818
Huskies_M12,48.375,6.625
Huskies_M13,57.05555555555556,51.22222222222222
