,pos_x,pos_y
Huskies_D1,33.53846153846154,79.7948717948718
Huskies_F1,71.06896551724138,68.37931034482759
Huskies_M1,47.20454545454545,71.43181818181819
Huskies_F2,56.69230769230769,63.15384615384615
Huskies_M2,40.333333333333336,28.555555555555557
Huskies_M3,45.172413793103445,41.10344827586207
Huskies_G1,10.576923076923077,50.69230769230769
Huskies_D2,31.473684210526315,54.1578947368421
Huskies_D3,29.92105263157895,33.13157894736842
Huskies_D4,42.458333333333336,12.041666666666666
Huskies_M4,53.9375,64.625
Huskies_D6,58.71052631578947,92.78947368421052
Huskies_M6,51.77777777777778,17.666666666666668
Huskies_M7,72.0,57.0
