,pos_x,pos_y
Huskies_F1,58.72222222222222,40.94444444444444
Huskies_M1,53.333333333333336,38.333333333333336
Huskies_M3,50.68888888888889,43.8
Huskies_G1,12.941176470588236,43.1764705882353
Huskies_D2,37.357142857142854,69.38095238095238
Huskies_D5,59.24324324324324,17.216216216216218
Huskies_M4,67.07407407407408,33.74074074074074
Huskies_F4,84.33333333333333,34.77777777777778
Huskies_D7,57.5,86.25
Huskies_M12,68.125,47.541666666666664
Huskies_F5,65.14285714285714,37.0
Huskies_F6,78.27272727272727,69.45454545454545
Huskies_D9,39.52272727272727,31.727272727272727
