,pos_x,pos_y
Huskies_D1,31.52173913043478,47.21739130434783
Huskies_M1,58.84615384615385,33.69230769230769
Huskies_F2,55.03333333333333,41.86666666666667
Huskies_M3,37.92307692307692,32.53846153846154
Huskies_G1,10.266666666666667,42.733333333333334
Huskies_D3,42.714285714285715,63.857142857142854
Huskies_D4,46.970588235294116,12.147058823529411
Huskies_M9,65.33333333333333,21.333333333333332
Huskies_M11,50.90909090909091,49.63636363636363
Huskies_M12,53.15384615384615,16.076923076923077
Huskies_F5,66.1304347826087,31.91304347826087
Huskies_F6,70.46666666666667,69.26666666666667
Huskies_D8,52.4,84.44
Huskies_D10,36.55555555555556,19.444444444444443
