,pos_x,pos_y
Huskies_D1,29.22222222222222,76.61111111111111
Huskies_F1,61.77777777777778,71.88888888888889
Huskies_M1,42.72222222222222,67.61111111111111
Huskies_F2,54.92857142857143,67.28571428571429
Huskies_M2,40.333333333333336,28.555555555555557
Huskies_M3,49.5,31.666666666666668
Huskies_G1,8.363636363636363,49.72727272727273
Huskies_D2,27.333333333333332,51.666666666666664
Huskies_D3,27.36842105263158,31.526315789473685
Huskies_D4,47.46153846153846,9.923076923076923
Huskies_M4,31.333333333333332,36.333333333333336
Huskies_D6,41.4,90.8
Huskies_M6,51.77777777777778,17.666666666666668
Huskies_M7,72.0,57.0
