,pos_x,pos_y
Huskies_D1,33.88235294117647,69.94117647058823
Huskies_F1,54.5,67.0
Huskies_M1,46.81818181818182,55.54545454545455
Huskies_F2,52.25806451612903,48.41935483870968
Huskies_M3,39.26086956521739,54.869565217391305
Huskies_G1,11.85,50.05
Huskies_D3,30.666666666666668,36.458333333333336
Huskies_D5,40.2,25.166666666666668
Huskies_M6,60.76923076923077,36.61538461538461
Huskies_M8,66.05555555555556,76.16666666666667
Huskies_F4,70.08333333333333,43.208333333333336
Huskies_D7,45.7,88.65
Huskies_M12,62.72727272727273,24.90909090909091
