,pos_x,pos_y
Huskies_D1,34.82716049382716,64.69135802469135
Huskies_F1,60.666666666666664,22.303030303030305
Huskies_M1,50.917808219178085,54.63013698630137
Huskies_F2,60.125,51.25
Huskies_M3,45.61290322580645,37.306451612903224
Huskies_G1,13.71875,48.71875
Huskies_D3,32.929577464788736,40.267605633802816
Huskies_D4,48.594202898550726,8.565217391304348
Huskies_M4,46.0,78.0
Huskies_M5,25.75,19.25
Huskies_D6,52.20754716981132,88.52830188679245
Huskies_M6,62.285714285714285,51.107142857142854
Huskies_M9,66.51612903225806,70.06451612903226
Huskies_F4,66.66666666666667,58.666666666666664
