,pos_x,pos_y
Huskies_D1,36.916666666666664,32.5
Huskies_F1,80.66666666666667,62.333333333333336
Huskies_M1,43.23880597014925,57.850746268656714
Huskies_F2,47.18518518518518,40.388888888888886
Huskies_G1,12.789473684210526,43.94736842105263
Huskies_D2,34.292682926829265,67.26829268292683
Huskies_D5,48.54761904761905,13.547619047619047
Huskies_M4,53.05,64.475
Huskies_M6,63.1764705882353,32.05882352941177
Huskies_F4,64.64,44.24
Huskies_D7,52.244897959183675,85.08163265306122
Huskies_M12,62.142857142857146,28.714285714285715
Huskies_F5,68.2,44.6
Huskies_F6,60.77272727272727,83.52272727272727
