,pos_x,pos_y
Huskies_D1,42.285714285714285,31.428571428571427
Huskies_F1,69.35,43.25
Huskies_M1,49.333333333333336,42.388888888888886
Huskies_M3,51.26923076923077,51.34615384615385
Huskies_G1,14.333333333333334,39.44444444444444
Huskies_D2,31.875,49.166666666666664
Huskies_D3,40.74193548387097,75.64516129032258
Huskies_M5,60.44444444444444,43.888888888888886
Huskies_M6,60.86666666666667,39.2
Huskies_M8,51.53846153846154,89.11538461538461
Huskies_M9,58.285714285714285,76.28571428571429
Huskies_D7,51.12903225806452,13.96774193548387
Huskies_M10,58.333333333333336,31.88888888888889
