,pos_x,pos_y
Huskies_F1,73.44,24.04
Huskies_M1,48.48514851485149,47.277227722772274
Huskies_F2,55.725806451612904,41.58064516129032
Huskies_M3,46.161764705882355,48.955882352941174
Huskies_G1,12.545454545454545,47.5
Huskies_D2,33.12068965517241,32.62068965517241
Huskies_D5,48.078125,14.984375
Huskies_M4,49.61904761904762,54.38095238095238
Huskies_D6,32.22784810126582,69.40506329113924
Huskies_M6,57.44186046511628,21.27906976744186
Huskies_M8,65.96153846153847,80.53846153846153
Huskies_D7,50.5625,90.47916666666667
Huskies_M10,62.57142857142857,61.714285714285715
