,pos_x,pos_y
Huskies_F1,55.25,39.875
Huskies_M1,48.648648648648646,49.270270270270274
Huskies_F2,62.89473684210526,46.26315789473684
Huskies_M3,51.083333333333336,45.958333333333336
Huskies_G1,20.428571428571427,56.142857142857146
Huskies_D2,25.88888888888889,37.0
Huskies_D3,17.0,38.0
Huskies_D5,49.0625,12.25
Huskies_M4,38.6,24.2
Huskies_D6,32.68421052631579,78.21052631578948
Huskies_M6,59.1,31.6
Huskies_M8,89.0,29.0
Huskies_M9,67.63636363636364,81.36363636363636
Huskies_D7,59.26315789473684,89.6842105263158
