,pos_x,pos_y
Huskies_F1,61.095238095238095,53.04761904761905
Huskies_M1,48.79807692307692,55.5
Huskies_F2,58.34375,43.09375
Huskies_M3,45.75308641975309,39.65432098765432
Huskies_G1,13.6,55.15
Huskies_D2,31.0,34.32
Huskies_D3,17.0,38.0
Huskies_D5,48.67948717948718,11.717948717948717
Huskies_M4,38.6,24.2
Huskies_D6,32.16923076923077,70.49230769230769
Huskies_M6,61.073170731707314,26.902439024390244
Huskies_M8,65.70588235294117,78.94117647058823
Huskies_M9,67.63636363636364,81.36363636363636
Huskies_D7,53.66,90.78
