,pos_x,pos_y
Huskies_D1,36.44444444444444,77.75555555555556
Huskies_M1,50.125,54.925
Huskies_F2,53.148936170212764,43.148936170212764
Huskies_G1,18.055555555555557,55.5
Huskies_D2,27.0,86.0
Huskies_D5,60.958333333333336,23.416666666666668
Huskies_M4,62.26470588235294,48.588235294117645
Huskies_M6,70.83333333333333,40.75
Huskies_F4,76.94444444444444,56.388888888888886
Huskies_F6,66.33333333333333,80.33333333333333
Huskies_D8,49.21951219512195,85.6829268292683
Huskies_D9,37.205882352941174,29.08823529411765
