,pos_x,pos_y
Huskies_D1,35.74666666666667,38.68
Huskies_F1,61.47826086956522,38.65217391304348
Huskies_M1,49.48351648351648,47.637362637362635
Huskies_F2,52.322916666666664,54.260416666666664
Huskies_M3,48.2,22.6
Huskies_G1,11.185185185185185,47.18518518518518
Huskies_D3,36.263888888888886,69.52777777777777
Huskies_D4,49.1875,12.5
Huskies_M4,56.34782608695652,52.08695652173913
Huskies_D6,39.5,76.5
Huskies_M12,67.2258064516129,21.0
Huskies_F5,69.58620689655173,53.3448275862069
Huskies_F6,70.3913043478261,83.82608695652173
Huskies_D8,49.232142857142854,84.92857142857143
