,pos_x,pos_y
Huskies_D1,41.0,30.347826086956523
Huskies_F1,73.7,26.7
Huskies_M1,48.94117647058823,40.11764705882353
Huskies_F2,58.361111111111114,29.63888888888889
Huskies_G1,8.590909090909092,51.0
Huskies_D3,35.861111111111114,66.80555555555556
Huskies_D4,60.0,16.56
Huskies_M4,54.75609756097561,54.170731707317074
Huskies_M6,53.61538461538461,62.0
Huskies_M8,61.0,79.0
Huskies_F4,79.1304347826087,53.391304347826086
Huskies_D7,45.96666666666667,90.03333333333333
Huskies_M10,68.58333333333333,67.08333333333333
Huskies_M11,48.25,60.5
