,pos_x,pos_y
Huskies_D1,29.895522388059703,35.56716417910448
Huskies_M1,53.74603174603175,35.904761904761905
Huskies_F2,54.513888888888886,49.111111111111114
Huskies_M3,39.13186813186813,39.15384615384615
Huskies_G1,11.285714285714286,42.785714285714285
Huskies_D3,34.971830985915496,68.09859154929578
Huskies_D4,47.08196721311475,10.885245901639344
Huskies_M9,65.33333333333333,21.333333333333332
Huskies_M11,50.90909090909091,49.63636363636363
Huskies_M12,62.93333333333333,17.244444444444444
Huskies_F5,69.46938775510205,40.44897959183673
Huskies_F6,66.64285714285714,72.60714285714286
Huskies_D8,51.03333333333333,83.93333333333334
Huskies_D10,36.55555555555556,19.444444444444443
